datetime,city,state,country,shape,summary,report_date
05/22/2023 19:40,05/22/2023 19:40,Kelseyville,CA,USA,Cigar,Cigar shaped craft in the southern sky
05/22/2023 18:51,05/22/2023 18:51,Kolkata,West Bengal,India,Rectangle,I was taking a picture of moon and when I looked at the picture i was shocked.
05/22/2023 14:00,05/22/2023 14:00,Kent,WA,USA,Star,5 Black star shaped objects
05/22/2023 09:00,05/22/2023 09:00,Sarasota,FL,USA,Other,"Driving to work one morning, on a busy highway, I saw strange object flying slowly directly above the roadway."
05/22/2023 04:50,05/22/2023 04:50,Westport,MA,USA,Egg,Was not loud almost an eerie silent radio got very static had am channel on for weather sky lit up bright white very quickly
05/22/2023 04:30,05/22/2023 04:30,Las Tricias,Canary Islands,Spain,Light,3 lights blinking and moving before disappearing
05/22/2023 03:20,05/22/2023 03:20,wild rose,WI,USA,Triangle,"Triangular. it was moving fast, but i belive it may not have been in the atmosphere. it was three lights and they were not bright"
05/22/2023 00:30,05/22/2023 00:30,,Powys,United Kingdom,Light,"A light moving south across the sky, then it faded and was gone."
05/21/2023 23:00,05/21/2023 23:00,Indianapolis,IN,USA,Formation,"Could not see with naked eye, only thru phone camera. Objects lowered & got larger with each picture. Then they pulled away & disappear"
05/21/2023 23:00,05/21/2023 23:00,Sedalia,MO,USA,Light,Very bright light in the west
05/21/2023 22:30,05/21/2023 22:30,Sea isle city,NJ,USA,Circle,2 sphere like a balls of red fire.
05/21/2023 22:00,05/21/2023 22:00,Ocean City,NJ,USA,Circle,From the deck 2 witnesses say 2 red glowing orbs moving from south to North. Approximately where a small plane would be flying
05/21/2023 21:18,05/21/2023 21:18,Rockwood,ME,USA,Circle,Taking picture of Venus and Crescent moon
05/21/2023 20:30,05/21/2023 20:30,Palmdale,CA,USA,Other,Largest object looked like a square with lights in a circle around the square
05/21/2023 20:07,05/21/2023 20:07,Tucson,AZ,USA,Orb,Multiple orbs some white and some in other colors flashing not like aircraft.
05/21/2023 19:30,05/21/2023 19:30,Milwaukee,WI,USA,Disk,Numerous craft zipping in an out of clouds appear to have invisibility capabilities
05/21/2023 18:54,05/21/2023 18:54,Barstoe,CA,USA,Light,Slow moving light moving west to east.
05/21/2023 18:16,05/21/2023 18:16,Pendacola,FL,USA,Formation,Self guiding for sure -continuous small correction due south
05/21/2023 12:50,05/21/2023 12:50,Sydney,,Australia,Sphere,Metallic spherical object travelling in straight line over head in the direction of the military base
05/21/2023 10:02,05/21/2023 10:02,Panama City Beach,FL,USA,Triangle,Low flying Triangle/V Silent six amber lights
05/21/2023 08:19,05/21/2023 08:19,McMinnville,TN,USA,Unknown,I have the videos
05/21/2023 07:26,05/21/2023 07:26,Hickory Flat,GA,USA,Oval,Oval shaped UFO sighted with a military type aircraft chasing it.
05/21/2023 01:15,05/21/2023 01:15,Crossing the Irish sea from Belfast to Liverpool,Belfast district,United Kingdom,Light,"I looked out of window and saw a shooting star, but then about a minute later it came back from the same direction it went in"
05/21/2023 00:44,05/21/2023 00:44,Sartell,MN,USA,Orb,Fiery object which hovered
05/21/2023 00:00,05/21/2023 00:00,Fargo,ND,USA,Light,Was explaining another ufo story of a light like a plane but no flashing lights. And how it disappeared before i could record it.
05/20/2023 22:55,05/20/2023 22:55,Strömstad,Västra Götaland County,Sweden,Light,I saw a light similar to a bright star. But it became stronger in brightnes and this clear white light came closer as it s
05/20/2023 22:15,05/20/2023 22:15,Ruckersville,VA,USA,Formation,Group of 3 orb-like objects moving together at inexplicable speeds
05/20/2023 22:08,05/20/2023 22:08,Round Mountain,CA,USA,Cigar,Bright and dimmer lights moving in sequence then disappeared and after they were gone random blinking lights in various parts of sky
05/20/2023 21:44,05/20/2023 21:44,Pine Bluff,AR,USA,Orb,"Low, flying, slow, moving orb noticed flying across the sky and disappears 12 seconds later above tree line"
05/20/2023 21:24,05/20/2023 21:24,,Hawke,New Zealand,Orb,Eastern sky camera recorded Orb during rain event at night.
05/20/2023 20:50,05/20/2023 20:50,Becket,MA,USA,Other,Satellite sky
05/20/2023 16:30,05/20/2023 16:30,Orange,CA,USA,Changing,"A white stationary for 10mins, shape-changing-object. Possible balloon. Between fast moving clouds. Flew North slower the clouds 12mins"
05/20/2023 11:35,05/20/2023 11:35,Haslet,TX,USA,Triangle,Object passing above airport
05/20/2023 10:00,05/20/2023 10:00,Seattle,WA,USA,Oval,Oval by space needle
05/20/2023 05:00,05/20/2023 05:00,Honolulu,HI,USA,Circle,"I know what a plane or chopper look like, it is a white circular traveling along the horizon from front to back of lobby 8 terminal 2"
05/19/2023 23:21,05/19/2023 23:21,Redfield,AR,USA,Triangle,Huge spaceship floating over the car.
05/19/2023 23:19,05/19/2023 23:19,Schenectady,NY,USA,Circle,"While having a smoking out of a window, a strange circle with big windows started moving sporadically at great speeds. I took a photo."
05/19/2023 22:30,05/19/2023 22:30,Perham,MN,USA,Sphere,Floating across low in the sky in an east straight line.
05/19/2023 22:15,05/19/2023 22:15,Watsonville,CA,USA,Circle,Saw 3 bright equidistant lights above 1 very bright larger light stayed fixed for 20 minutes plus
05/19/2023 21:50,05/19/2023 21:50,Bowdoinham,ME,USA,Formation,Saw what I assumed was a formation of aircraft lit up flying West to East
05/19/2023 21:45,05/19/2023 21:45,Eugene,OR,USA,Circle,Huge bright light in the sky that didn’t move
05/19/2023 21:13,05/19/2023 21:13,Ukiah,CA,USA,Circle,Seen a bright light orb
05/19/2023 21:04,05/19/2023 21:04,American Canyon,CA,USA,Star,Bright object at dusk
05/19/2023 21:00,05/19/2023 21:00,Plainfield,IN,USA,Other,I just received a new iPhone .after set up I went outside my front door to test the camera. I saw something in the screen and looked up
05/19/2023 20:49,05/19/2023 20:49,Katy,TX,USA,Light,"A bright light appeared and just stayed there, was visible for about 20 minutes."
05/19/2023 19:58,05/19/2023 19:58,Boulder,CO,USA,Triangle,I saw a cone shape with 4 circular objects below it floating North
05/19/2023 19:20,05/19/2023 19:20,Sebring,FL,USA,Light,Fading white light in my backyard
05/19/2023 14:45,05/19/2023 14:45,Walpole,NH,USA,Triangle,2 jets chasing 1 triangular shaped aircraft.
05/19/2023 10:48,05/19/2023 10:48,Vancouver,BC,Canada,Circle,Noticed a silver something in the sky high up in elevation. It didn’t move just stayed in place.
05/19/2023 10:00,05/19/2023 10:00,Vero Beach,FL,USA,Rectangle,Object observed in the sky I don’t believe was man made.
05/19/2023 09:45,05/19/2023 09:45,Lakeville,PA,USA,Sphere,"Large Blimp like object about 15-30 bus lengths long moving slowly, 300-500 yards above lake"
05/19/2023 01:49,05/19/2023 01:49,Harrisburg East of I5,OR,USA,Light,9 lights in straight line
05/19/2023 01:10,05/19/2023 01:10,Skiatook,OK,USA,Circle,"Started off as a bright flashing light, then was getting lower and closer then moved by and had 3 lights and was small."
05/18/2023 22:00,05/18/2023 22:00,Leetonia,PA,USA,Chevron,This v shaped appeared flying up the canyon and disappeared after about 5 seconds
05/18/2023 19:40,05/18/2023 19:40,Kippens,NL,Canada,Circle,"Looked out window and saw the sun catching on a bright ball in the sky, it was round and fast. Moving horizontally."
05/18/2023 13:27,05/18/2023 13:27,Hurricane,UT,USA,Cigar,Saw what looked like a long cigar shaped object and another tiny flashing light zipping around it.
05/18/2023 11:28,05/18/2023 11:28,San Jose,CA,USA,Circle,White ball first came down at an angle and went behind a stand of tall trees then came back out the same side and accelerated away
05/17/2023 23:20,05/17/2023 23:20,Sharpsville,IN,USA,Oval,Oval like object over town no brightness
05/17/2023 23:00,05/17/2023 23:00,Tadepalligudem,Andhra Pradesh,India,Cube,"We are watching the night sky suddenly there is a object which is very tiny to naked eye ,i thought it is a aeroplane but it is not."
05/17/2023 22:30,05/17/2023 22:30,Lynnwood,WA,USA,Light,"Craft appeared as faint dot of light, flared to intense luminosity, dimmed back down, and departed at high speed"
05/17/2023 22:14,05/17/2023 22:14,Chicago,IL,USA,Light,Extremely fast moving object seen moving towards Midway airport
05/17/2023 21:50,05/17/2023 21:50,Jeffersonville,IN,USA,Circle,Looked like a round object with U shaped light partially around edge. Sighting from Louisville Ky also logged here same time same area.
05/17/2023 21:49,05/17/2023 21:49,Sterling City,TX,USA,Light,Lights appearing traveling slowly and disappearing
05/17/2023 19:45,05/17/2023 19:45,Prescott,AZ,USA,Changing,Originally could see 6 to 8 lights in a circle pattern in the sky.
05/17/2023 15:30,05/17/2023 15:30,Santa Barbara,CA,USA,Other,"1 Rotation ~ 1 sec, Wobbling. Square but thinner in one dimension. Slowly moving North, than south. Video available."
05/17/2023 11:54,05/17/2023 11:54,Atlin,BC,Canada,Diamond,"Extreme bright light moving east from west just above height of land thousands of feet below air corridor.single track,no sound,stable"
05/17/2023 01:30,05/17/2023 01:30,Pahrump,NV,USA,Cross,"Bright Red and Blue flashing lights following the highway, approaching us in opposite direction observed before disappearing."
05/16/2023 23:59,05/16/2023 23:59,Castle Rock,WA,USA,Cross,"Cross-shaped, white object with blurry or foggy appearance (possibly pulsating) moving at low altitude but high rate of speed"
05/16/2023 22:45,05/16/2023 22:45,Claremont,CA,USA,Light,Hovering and darting blinking lights at about 1 Hz cycle rate.
05/16/2023 22:30,05/16/2023 22:30,Albany,OR,USA,Circle,Pulsing orb of rapidly changing lights.
05/16/2023 21:20,05/16/2023 21:20,Lawndale,NC,USA,Cube,Cube Shape seen during lightning flash
05/16/2023 19:58,05/16/2023 19:58,Varanasi,Uttar Pradesh,India,Triangle,"Triangle shape object, black in colour with green colour lights at 3 corners and 1 in the centroid and changed its position slowly"
05/16/2023 19:00,05/16/2023 19:00,Oro Valley AZ,AZ,USA,Triangle,Hovering UAP
05/16/2023 19:00,05/16/2023 19:00,Tucson,AZ,USA,Disk,Hovering UFO
05/16/2023 03:20,05/16/2023 03:20,Viola,AR,USA,Circle,Several lights appeared moved across the sky and disappeared.
05/15/2023 22:41,05/15/2023 22:41,SHARPSVILLE,IN,USA,Orb,Bright moving orb
05/15/2023 22:30,05/15/2023 22:30,Lawton,MI,USA,Triangle,"Triangle shape with 3 bright lights at each corner,moved slow, disappeared when it got above us."
05/15/2023 21:45,05/15/2023 21:45,IVER HEATH,Buckinghamshire,United Kingdom,Cone,"The craft with 2 white bright lights one red flashing light over head looking towards me, after 30 seconds it flew off towards Northolt"
05/15/2023 18:10,05/15/2023 18:10,Athabasca,AB,Canada,Cigar,Sitting outside saw something in the sky not a airplane took a video
05/15/2023 16:35,05/15/2023 16:35,Fenton,MI,USA,Disk,Shiny metal flying object hovering low
05/15/2023 04:00,05/15/2023 04:00,Ramsey,NJ,USA,Sphere,"Orb object moving in zig zag fashion ..up down, right left and diagonal"
05/14/2023 23:47,05/14/2023 23:47,Chander,OK,USA,Sphere,Large round object moving east to west across the sky
05/14/2023 22:20,05/14/2023 22:20,College city,CA,USA,Formation,Clear night. About 10:20 pm..walking/we turn around and see about 20 lights or so in line..right when I put flashlight up/ faded away
05/14/2023 22:15,05/14/2023 22:15,jackson township,NJ,USA,Light,"This was similar to starlink, but multiple rows"
05/14/2023 22:09,05/14/2023 22:09,Mt Royal,NJ,USA,Other,I saw lights vertical and then became horizontal and was able to get three pictures of and then it vanished !
05/14/2023 22:00,05/14/2023 22:00,"Brodheadsville, PA",PA,USA,Cigar,"150ft+ maybe bigger Transparent single ufo with lights disappears above heads, below and behind plane"
05/14/2023 21:55,05/14/2023 21:55,Deer Park,AL,USA,Circle,Flashing circle/ fire colored/ torpedo
05/14/2023 21:40,05/14/2023 21:40,Thermopolis,WY,USA,Light,"It was a long ladder, leg, two parallel lines of lights connected by other lines of light moving south east high in the sky."
05/14/2023 21:40,05/14/2023 21:40,Cannon Beach,OR,USA,Disk,Disks appeared as clouds
05/14/2023 21:35,05/14/2023 21:35,Portland,OR,USA,Light,"Bright white light, moving steadily, no detectable sound, small white light."
05/14/2023 21:30,05/14/2023 21:30,Klamath Falls,OR,USA,Light,Light appear in our atmosphere and travel our axis
05/14/2023 20:40,05/14/2023 20:40,Athens,AL,USA,Circle,Huge yellow-white sphere 5 times the size of the moon
05/14/2023 20:00,05/14/2023 20:00,The Villages,FL,USA,Changing,Didn't notice until I started processing digital photos
05/14/2023 18:04,05/14/2023 18:04,Little Canada,MN,USA,Triangle,"A very bright triangle very high in the sky. I thought it was a plane way up. But we see planes every day here, and it was not that."
05/14/2023 15:28,05/14/2023 15:28,New York,NY,USA,Sphere,Flying Metallic Sphere flying across the Hudson River from New Jersey to New York City
05/14/2023 11:57,05/14/2023 11:57,Simnasho,OR,USA,Sphere,"Flying southbound, saw 2 silver spheres at 10,700'"
05/14/2023 10:45,05/14/2023 10:45,Troy,NY,USA,Oval,"A large oval object, possibly dimly lit blimp, larger than 100ft in length"
05/14/2023 04:30,05/14/2023 04:30,Chillicothe,TX,USA,Sphere,Video from security camera
05/14/2023 03:14,05/14/2023 03:14,Clackamas,OR,USA,Orb,Bright White Light moving SE
05/14/2023 02:29,05/14/2023 02:29,Greenup,IL,USA,Unknown,Unexplainable
05/14/2023 00:21,05/14/2023 00:21,Monmouth,OR,USA,Sphere,Slow silver metallic ball moving NE
05/13/2023 23:59,05/13/2023 23:59,Myrtle Beach,SC,USA,Orb,6 orbs of light instantly appear over hotel lines
05/13/2023 23:29,05/13/2023 23:29,Hart,MI,American Samoa,Rectangle,"It started of as a unusually bright circle in the sky, not high enough to be a star but lint low enough to be human, we watched it and"
05/13/2023 22:59,05/13/2023 22:59,Shelton,CT,USA,Formation,Bright RED lights
05/13/2023 22:17,05/13/2023 22:17,jacksonville,FL,USA,Diamond,"Bright fluorescent, orange, oddly shaped lit up like an active fire slowly dam down after probably two minutes."
05/13/2023 22:17,05/13/2023 22:17,Lake katrine,NY,USA,Unknown,A bright light moving very slowly in the sky with no flashes of any sort
05/13/2023 22:15,05/13/2023 22:15,Lebanon,PA,USA,Circle,Two white lights one vertical to the other approx 70 degrees from horizon
05/13/2023 22:05,05/13/2023 22:05,,VA,USA,Orb,Gradual moving cluster of orbs of light moving in constant pattern over course of 2 (two) hours. Confirmed with local law enforcement
05/13/2023 21:53,05/13/2023 21:53,BOWIE,MD,USA,Light,"Circular, strobing spotlights in the clouds accompanied by periodic lightening."
05/13/2023 21:52,05/13/2023 21:52,Desoto,TX,USA,Orb,Sighting approximately less than 1 mile from 705 longleaf Dr to E belt line road
05/13/2023 21:45,05/13/2023 21:45,Louisville,KY,USA,Orb,3 orbs flying in a triangle
05/13/2023 21:30,05/13/2023 21:30,Pike Road,AL,USA,Circle,Tatyana Bakieva
05/13/2023 21:30,05/13/2023 21:30,Vonore,TN,USA,Circle,Bright objects moving from west to east and disappearing.
05/13/2023 20:00,05/13/2023 20:00,Klamath falls,OR,USA,Light,Unusual light in the sky
